index,x,d,err_taylor,err_pade,log_err_taylor,log_err_pade
1,-0.9,0.1,1.154,3.175e-08,0.1436194203,-17.2653714623
2,-0.9011458298,0.0988541702,1.184,3.292e-08,0.169139549,-17.2292988893
3,-0.9022785303,0.0977214697,1.215,3.412e-08,0.1944818309,-17.1933930688
4,-0.903398252,0.096601748,1.246,3.536e-08,0.2196487449,-17.1576514364
5,-0.9045051436,0.0954948564,1.277,3.664e-08,0.2446427299,-17.1220718863
6,-0.9055993521,0.0944006479,1.309,3.796e-08,0.2694661855,-17.0866519445
7,-0.9066810228,0.0933189772,1.342,3.933e-08,0.2941214729,-17.0513895068
8,-0.9077502995,0.0922497005,1.375,4.073e-08,0.3186109154,-17.016282319
9,-0.908807324,0.091192676,1.409,4.218e-08,0.3429367993,-16.981328402
10,-0.9098522369,0.0901477631,1.444,4.367e-08,0.3671013747,-16.9465253344
11,-0.9108851768,0.0891148232,1.479,4.521e-08,0.3911068559,-16.9118711522
12,-0.911906281,0.088093719,1.514,4.68e-08,0.4149554223,-16.87736382
13,-0.912915685,0.087084315,1.551,4.844e-08,0.4386492193,-16.8430012618
14,-0.913913523,0.086086477,1.588,5.012e-08,0.4621903582,-16.8087816356
15,-0.9148999275,0.0851000725,1.625,5.186e-08,0.4855809178,-16.7747026632
16,-0.9158750295,0.0841249705,1.663,5.365e-08,0.5088229441,-16.7407627141
17,-0.9168389585,0.0831610415,1.702,5.55e-08,0.5319184517,-16.7069597119
18,-0.9177918424,0.0822081576,1.742,5.74e-08,0.5548694237,-16.6732918732
19,-0.918733808,0.081266192,1.782,5.935e-08,0.5776778129,-16.639757351
20,-0.9196649802,0.0803350198,1.823,6.137e-08,0.600345542,-16.6063541318
21,-0.9205854828,0.0794145172,1.864,6.345e-08,0.622874504,-16.5730808091
22,-0.921495438,0.078504562,1.906,6.558e-08,0.6452665632,-16.5399353528
23,-0.9223949666,0.0776050334,1.949,6.779e-08,0.6675235555,-16.5069159979
24,-0.9232841882,0.0767158118,1.993,7.005e-08,0.6896472888,-16.4740212085
25,-0.9241632209,0.0758367791,2.037,7.239e-08,0.7116395436,-16.4412491799
26,-0.9250321813,0.0749678187,2.082,7.479e-08,0.7335020736,-16.4085983484
27,-0.9258911848,0.0741088152,2.128,7.726e-08,0.7552366061,-16.3760670261
28,-0.9267403457,0.0732596543,2.175,7.981e-08,0.7768448424,-16.3436536584
29,-0.9275797767,0.0724202233,2.222,8.243e-08,0.7983284583,-16.3113565403
30,-0.9284095891,0.0715904109,2.27,8.512e-08,0.8196891046,-16.2791743457
31,-0.9292298934,0.0707701066,2.319,8.79e-08,0.8409284076,-16.2471053171
32,-0.9300407983,0.0699592017,2.368,9.075e-08,0.8620479693,-16.2151479932
33,-0.9308424117,0.0691575883,2.418,9.369e-08,0.8830493682,-16.1833009997
34,-0.93163484,0.06836516,2.469,9.671e-08,0.9039341592,-16.151562748
35,-0.9324181883,0.0675818117,2.521,9.982e-08,0.9247038746,-16.11993191
36,-0.9331925608,0.0668074392,2.574,1.03e-07,0.9453600238,-16.0884070314
37,-0.9339580604,0.0660419396,2.627,1.063e-07,0.9659040946,-16.0569866826
38,-0.9347147886,0.0652852114,2.681,1.097e-07,0.9863375527,-16.0256694293
39,-0.935462846,0.064537154,2.736,1.132e-07,1.0066618424,-15.994454013
40,-0.9362023319,0.0637976681,2.792,1.167e-07,1.0268783872,-15.9633390425
41,-0.9369333446,0.0630666554,2.849,1.204e-07,1.0469885898,-15.9323232265
42,-0.9376559811,0.0623440189,2.907,1.242e-07,1.0669938329,-15.901405259
43,-0.9383703374,0.0616296626,2.965,1.281e-07,1.0868954787,-15.8705838353
44,-0.9390765085,0.0609234915,3.024,1.321e-07,1.1066948704,-15.8398577932
45,-0.939774588,0.060225412,3.085,1.362e-07,1.1263933316,-15.8092257019
46,-0.9404646687,0.0595353313,3.146,1.404e-07,1.1459921668,-15.7786864585
47,-0.9411468422,0.0588531578,3.208,1.448e-07,1.1654926621,-15.7482389233
48,-0.9418211993,0.0581788007,3.27,1.492e-07,1.1848960853,-15.7178817228
49,-0.9424878293,0.0575121707,3.334,1.538e-07,1.2042036859,-15.6876137713
50,-0.9431468209,0.0568531791,3.399,1.585e-07,1.223416696,-15.657433996
51,-0.9437982615,0.0562017385,3.464,1.634e-07,1.2425363298,-15.627341201
52,-0.9444422378,0.0555577622,3.531,1.683e-07,1.2615637849,-15.5973341974
53,-0.9450788352,0.0549211648,3.598,1.734e-07,1.2805002416,-15.5674119444
54,-0.9457081382,0.0542918618,3.667,1.787e-07,1.2993468638,-15.5375733512
55,-0.9463302305,0.0536697695,3.736,1.841e-07,1.3181047989,-15.5078172437
56,-0.9469451947,0.0530548053,3.807,1.896e-07,1.3367751784,-15.4781427498
57,-0.9475531125,0.0524468875,3.878,1.953e-07,1.355359118,-15.4485486365
58,-0.9481540646,0.0518459354,3.951,2.012e-07,1.3738577176,-15.4190339558
59,-0.9487481307,0.0512518693,4.024,2.072e-07,1.3922720621,-15.3895977516
60,-0.9493353899,0.0506646101,4.098,2.134e-07,1.4106032211,-15.3602388804
61,-0.9499159201,0.0500840799,4.174,2.197e-07,1.4288522496,-15.330956475
62,-0.9504897984,0.0495102016,4.25,2.262e-07,1.4470201877,-15.3017495165
63,-0.951057101,0.048942899,4.328,2.329e-07,1.4651080615,-15.2726170238
64,-0.9516179034,0.0483820966,4.407,2.398e-07,1.4831168828,-15.2435581493
65,-0.9521722798,0.0478277202,4.486,2.468e-07,1.5010476493,-15.2145717898
66,-0.9527203041,0.0472796959,4.567,2.541e-07,1.5189013454,-15.1856571267
67,-0.9532620489,0.0467379511,4.649,2.615e-07,1.5366789417,-15.1568132726
68,-0.9537975863,0.0462024137,4.732,2.691e-07,1.5543813958,-15.1280392186
69,-0.9543269873,0.0456730127,4.816,2.77e-07,1.5720096519,-15.0993342415
70,-0.9548503223,0.0451496777,4.902,2.85e-07,1.5895646417,-15.0706973142
71,-0.9553676607,0.0446323393,4.988,2.933e-07,1.607047284,-15.042127722
72,-0.9558790714,0.0441209286,5.076,3.018e-07,1.6244584853,-15.0136245598
73,-0.9563846221,0.0436153779,5.164,3.105e-07,1.6417991396,-14.9851868951
74,-0.9568843801,0.0431156199,5.254,3.194e-07,1.6590701291,-14.9568140271
