index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,1.2,0.0007266,no
2,1.201,0.0007309,no
3,1.202,0.0007352,no
4,1.203,0.0007395,no
5,1.204,0.0007438,no
6,1.205,0.0007482,no
7,1.206,0.0007526,no
8,1.207,0.000757,no
9,1.208,0.0007614,no
10,1.209,0.0007659,no
11,1.21,0.0007703,no
12,1.211,0.0007748,no
13,1.212,0.0007793,no
14,1.213,0.0007838,no
15,1.214,0.0007884,no
16,1.215,0.0007929,no
17,1.216,0.0007975,no
18,1.217,0.0008021,no
19,1.218,0.0008068,no
20,1.219,0.0008114,no
21,1.22,0.0008161,no
22,1.221,0.0008208,no
23,1.222,0.0008255,no
24,1.223,0.0008302,no
25,1.224,0.0008349,no
26,1.225,0.0008397,no
27,1.226,0.0008445,no
28,1.227,0.0008493,no
29,1.228,0.0008542,no
30,1.229,0.000859,no
31,1.23,0.0008639,no
32,1.231,0.0008688,no
33,1.232,0.0008737,no
34,1.233,0.0008786,no
35,1.234,0.0008836,no
36,1.235,0.0008886,no
37,1.236,0.0008936,no
38,1.237,0.0008986,no
39,1.238,0.0009037,no
40,1.239,0.0009087,no
41,1.24,0.0009138,no
42,1.241,0.0009189,no
43,1.242,0.0009241,no
44,1.243,0.0009292,no
45,1.244,0.0009344,no
46,1.245,0.0009396,no
47,1.246,0.0009448,no
48,1.247,0.0009501,no
49,1.248,0.0009554,no
50,1.249,0.0009607,no
51,1.25,0.000966,no
52,1.251,0.0009713,no
53,1.252,0.0009767,no
54,1.253,0.000982,no
55,1.254,0.0009874,no
56,1.255,0.0009929,no
57,1.256,0.0009983,no
58,1.257,0.001004,no
59,1.258,0.001009,no
60,1.259,0.001015,no
61,1.26,0.00102,no
62,1.261,0.001026,no
63,1.262,0.001032,no
64,1.263,0.001037,no
65,1.264,0.001043,no
66,1.265,0.001048,no
67,1.266,0.001054,no
68,1.267,0.00106,no
69,1.268,0.001066,no
70,1.269,0.001071,no
71,1.27,0.001077,no
72,1.271,0.001083,no
73,1.272,0.001089,no
74,1.273,0.001095,no
75,1.274,0.0011,no
76,1.275,0.001106,no
77,1.276,0.001112,no
78,1.277,0.001118,no
79,1.278,0.001124,no
80,1.279,0.00113,no
81,1.28,0.001136,no
82,1.281,0.001142,no
83,1.282,0.001148,no
84,1.283,0.001154,no
85,1.284,0.00116,no
86,1.285,0.001167,no
87,1.286,0.001173,no
88,1.287,0.001179,no
89,1.288,0.001185,no
90,1.289,0.001191,no
91,1.29,0.001198,no
92,1.291,0.001204,no
93,1.292,0.00121,no
94,1.293,0.001217,no
95,1.294,0.001223,no
96,1.295,0.001229,no
97,1.296,0.001236,no
98,1.297,0.001242,no
99,1.298,0.001249,no
100,1.299,0.001255,no
101,1.3,0.001262,no
102,1.301,0.001268,no
103,1.302,0.001275,no
104,1.303,0.001281,no
105,1.304,0.001288,no
106,1.305,0.001295,no
107,1.306,0.001301,no
108,1.307,0.001308,no
109,1.308,0.001315,no
110,1.309,0.001321,no
111,1.31,0.001328,no
112,1.311,0.001335,no
113,1.312,0.001342,no
114,1.313,0.001349,no
115,1.314,0.001356,no
116,1.315,0.001363,no
117,1.316,0.001369,no
118,1.317,0.001376,no
119,1.318,0.001383,no
120,1.319,0.00139,no
121,1.32,0.001397,no
122,1.321,0.001405,no
123,1.322,0.001412,no
124,1.323,0.001419,no
125,1.324,0.001426,no
126,1.325,0.001433,no
127,1.326,0.00144,no
128,1.327,0.001447,no
129,1.328,0.001455,no
130,1.329,0.001462,no
131,1.33,0.001469,no
132,1.331,0.001477,no
133,1.332,0.001484,no
134,1.333,0.001491,no
135,1.334,0.001499,no
136,1.335,0.001506,no
137,1.336,0.001514,no
138,1.337,0.001521,no
139,1.338,0.001529,no
140,1.339,0.001536,no
141,1.34,0.001544,no
142,1.341,0.001552,no
143,1.342,0.001559,no
144,1.343,0.001567,no
145,1.344,0.001575,no
146,1.345,0.001582,no
147,1.346,0.00159,no
148,1.347,0.001598,no
149,1.348,0.001606,no
150,1.349,0.001614,no
151,1.35,0.001621,no
152,1.351,0.001629,no
153,1.352,0.001637,no
154,1.353,0.001645,no
155,1.354,0.001653,no
156,1.355,0.001661,no
157,1.356,0.001669,no
158,1.357,0.001677,no
159,1.358,0.001685,no
160,1.359,0.001694,no
161,1.36,0.001702,no
162,1.361,0.00171,no
163,1.362,0.001718,no
164,1.363,0.001726,no
165,1.364,0.001735,no
166,1.365,0.001743,no
167,1.366,0.001751,no
168,1.367,0.00176,no
169,1.368,0.001768,no
170,1.369,0.001777,no
171,1.37,0.001785,no
172,1.371,0.001794,no
173,1.372,0.001802,no
174,1.373,0.001811,no
175,1.374,0.001819,no
176,1.375,0.001828,no
177,1.376,0.001836,no
178,1.377,0.001845,no
179,1.378,0.001854,no
180,1.379,0.001863,no
181,1.38,0.001871,no
182,1.381,0.00188,no
183,1.382,0.001889,no
184,1.383,0.001898,no
185,1.384,0.001907,no
186,1.385,0.001916,no
187,1.386,0.001925,no
188,1.387,0.001934,no
189,1.388,0.001943,no
190,1.389,0.001952,no
191,1.39,0.001961,no
192,1.391,0.00197,no
193,1.392,0.001979,no
194,1.393,0.001988,no
195,1.394,0.001997,no
196,1.395,0.002007,no
197,1.396,0.002016,no
198,1.397,0.002025,no
199,1.398,0.002034,no
200,1.399,0.002044,no
201,1.4,0.002053,no
202,1.401,0.002063,no
203,1.402,0.002072,no
204,1.403,0.002082,no
205,1.404,0.002091,no
206,1.405,0.002101,no
207,1.406,0.00211,no
208,1.407,0.00212,no
209,1.408,0.00213,no
210,1.409,0.002139,no
211,1.41,0.002149,no
212,1.411,0.002159,no
213,1.412,0.002168,no
214,1.413,0.002178,no
215,1.414,0.002188,no
216,1.415,0.002198,no
217,1.416,0.002208,no
218,1.417,0.002218,no
219,1.418,0.002228,no
220,1.419,0.002238,no
221,1.42,0.002248,no
222,1.421,0.002258,no
223,1.422,0.002268,no
224,1.423,0.002278,no
225,1.424,0.002288,no
226,1.425,0.002299,no
227,1.426,0.002309,no
228,1.427,0.002319,no
229,1.428,0.002329,no
230,1.429,0.00234,no
231,1.43,0.00235,no
232,1.431,0.002361,no
233,1.432,0.002371,no
234,1.433,0.002381,no
235,1.434,0.002392,no
236,1.435,0.002403,no
237,1.436,0.002413,no
238,1.437,0.002424,no
239,1.438,0.002434,no
240,1.439,0.002445,no
241,1.44,0.002456,no
242,1.441,0.002467,no
243,1.442,0.002477,no
244,1.443,0.002488,no
245,1.444,0.002499,no
246,1.445,0.00251,no
247,1.446,0.002521,no
248,1.447,0.002532,no
249,1.448,0.002543,no
250,1.449,0.002554,no
251,1.45,0.002565,no
252,1.451,0.002576,no
253,1.452,0.002587,no
254,1.453,0.002598,no
255,1.454,0.00261,no
256,1.455,0.002621,no
257,1.456,0.002632,no
258,1.457,0.002643,no
259,1.458,0.002655,no
260,1.459,0.002666,no
261,1.46,0.002678,no
262,1.461,0.002689,no
263,1.462,0.002701,no
264,1.463,0.002712,no
265,1.464,0.002724,no
266,1.465,0.002735,no
267,1.466,0.002747,no
268,1.467,0.002759,no
269,1.468,0.00277,no
270,1.469,0.002782,no
271,1.47,0.002794,no
272,1.471,0.002806,no
273,1.472,0.002817,no
274,1.473,0.002829,no
275,1.474,0.002841,no
276,1.475,0.002853,no
277,1.476,0.002865,no
278,1.477,0.002877,no
279,1.478,0.002889,no
280,1.479,0.002902,no
281,1.48,0.002914,no
282,1.481,0.002926,no
283,1.482,0.002938,no
284,1.483,0.00295,no
285,1.484,0.002963,no
286,1.485,0.002975,no
287,1.486,0.002987,no
288,1.487,0.003,no
289,1.488,0.003012,no
290,1.489,0.003025,no
291,1.49,0.003037,no
292,1.491,0.00305,no
293,1.492,0.003062,no
294,1.493,0.003075,no
295,1.494,0.003088,no
296,1.495,0.0031,no
297,1.496,0.003113,no
298,1.497,0.003126,no
299,1.498,0.003139,no
300,1.499,0.003152,no
301,1.5,0.003165,no
302,1.501,0.003177,no
303,1.502,0.00319,no
304,1.503,0.003203,no
305,1.504,0.003217,no
306,1.505,0.00323,no
307,1.506,0.003243,no
308,1.507,0.003256,no
309,1.508,0.003269,no
310,1.509,0.003282,no
311,1.51,0.003296,no
312,1.511,0.003309,no
313,1.512,0.003322,no
314,1.513,0.003336,no
315,1.514,0.003349,no
316,1.515,0.003363,no
317,1.516,0.003376,no
318,1.517,0.00339,no
319,1.518,0.003403,no
320,1.519,0.003417,no
321,1.52,0.003431,no
322,1.521,0.003444,no
323,1.522,0.003458,no
324,1.523,0.003472,no
325,1.524,0.003486,no
326,1.525,0.0035,no
327,1.526,0.003514,no
328,1.527,0.003528,no
329,1.528,0.003542,no
330,1.529,0.003556,no
331,1.53,0.00357,no
332,1.531,0.003584,no
333,1.532,0.003598,no
334,1.533,0.003612,no
335,1.534,0.003626,no
336,1.535,0.003641,no
337,1.536,0.003655,no
338,1.537,0.003669,no
339,1.538,0.003684,no
340,1.539,0.003698,no
341,1.54,0.003713,no
342,1.541,0.003727,no
343,1.542,0.003742,no
344,1.543,0.003756,no
345,1.544,0.003771,no
346,1.545,0.003786,no
347,1.546,0.0038,no
348,1.547,0.003815,no
349,1.548,0.00383,no
350,1.549,0.003845,no
351,1.55,0.00386,no
352,1.551,0.003875,no
353,1.552,0.00389,no
354,1.553,0.003905,no
355,1.554,0.00392,no
356,1.555,0.003935,no
357,1.556,0.00395,no
358,1.557,0.003965,no
359,1.558,0.00398,no
360,1.559,0.003996,no
361,1.56,0.004011,no
362,1.561,0.004026,no
363,1.562,0.004042,no
364,1.563,0.004057,no
365,1.564,0.004073,no
366,1.565,0.004088,no
367,1.566,0.004104,no
368,1.567,0.004119,no
369,1.568,0.004135,no
370,1.569,0.004151,no
371,1.57,0.004166,no
372,1.571,0.004182,no
373,1.572,0.004198,no
374,1.573,0.004214,no
375,1.574,0.00423,no
376,1.575,0.004246,no
377,1.576,0.004262,no
378,1.577,0.004278,no
379,1.578,0.004294,no
380,1.579,0.00431,no
381,1.58,0.004326,no
382,1.581,0.004342,no
383,1.582,0.004358,no
384,1.583,0.004375,no
385,1.584,0.004391,no
386,1.585,0.004407,no
387,1.586,0.004424,no
388,1.587,0.00444,no
389,1.588,0.004457,no
390,1.589,0.004473,no
391,1.59,0.00449,no
392,1.591,0.004506,no
393,1.592,0.004523,no
394,1.593,0.00454,no
395,1.594,0.004557,no
396,1.595,0.004573,no
397,1.596,0.00459,no
398,1.597,0.004607,no
399,1.598,0.004624,no
400,1.599,0.004641,no
401,1.6,0.004658,no
402,1.601,0.004675,no
403,1.602,0.004692,no
404,1.603,0.004709,no
405,1.604,0.004727,no
406,1.605,0.004744,no
407,1.606,0.004761,no
408,1.607,0.004779,no
409,1.608,0.004796,no
410,1.609,0.004813,no
411,1.61,0.004831,no
412,1.611,0.004848,no
413,1.612,0.004866,no
414,1.613,0.004884,no
415,1.614,0.004901,no
416,1.615,0.004919,no
417,1.616,0.004937,no
418,1.617,0.004954,no
419,1.618,0.004972,no
420,1.619,0.00499,no
421,1.62,0.005008,no
422,1.621,0.005026,no
423,1.622,0.005044,no
424,1.623,0.005062,no
