index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,-0.8,3.001e-05,yes
2,-0.799,2.969e-05,no
3,-0.798,2.937e-05,no
4,-0.797,2.905e-05,no
5,-0.796,2.874e-05,no
6,-0.795,2.843e-05,no
7,-0.794,2.812e-05,no
8,-0.793,2.782e-05,no
9,-0.792,2.752e-05,no
10,-0.791,2.722e-05,no
11,-0.79,2.692e-05,no
12,-0.789,2.663e-05,no
13,-0.788,2.634e-05,no
14,-0.787,2.605e-05,no
15,-0.786,2.577e-05,no
16,-0.785,2.548e-05,no
17,-0.784,2.52e-05,no
18,-0.783,2.493e-05,no
19,-0.782,2.465e-05,no
20,-0.781,2.438e-05,no
21,-0.78,2.411e-05,no
22,-0.779,2.384e-05,no
23,-0.778,2.358e-05,no
24,-0.777,2.332e-05,no
25,-0.776,2.306e-05,no
26,-0.775,2.28e-05,no
27,-0.774,2.254e-05,no
28,-0.773,2.229e-05,no
29,-0.772,2.204e-05,no
30,-0.771,2.179e-05,no
31,-0.77,2.155e-05,no
32,-0.769,2.13e-05,no
33,-0.768,2.106e-05,no
34,-0.767,2.083e-05,no
35,-0.766,2.059e-05,no
36,-0.765,2.035e-05,no
37,-0.764,2.012e-05,no
38,-0.763,1.989e-05,no
39,-0.762,1.967e-05,no
40,-0.761,1.944e-05,no
41,-0.76,1.922e-05,no
42,-0.759,1.9e-05,no
43,-0.758,1.878e-05,no
44,-0.757,1.856e-05,no
45,-0.756,1.835e-05,no
46,-0.755,1.814e-05,no
47,-0.754,1.793e-05,no
48,-0.753,1.772e-05,no
49,-0.752,1.751e-05,no
50,-0.751,1.731e-05,no
51,-0.75,1.711e-05,no
52,-0.749,1.691e-05,no
53,-0.748,1.671e-05,no
54,-0.747,1.651e-05,no
55,-0.746,1.632e-05,no
56,-0.745,1.613e-05,no
57,-0.744,1.594e-05,no
58,-0.743,1.575e-05,no
59,-0.742,1.556e-05,no
60,-0.741,1.538e-05,no
61,-0.74,1.519e-05,no
62,-0.739,1.501e-05,no
63,-0.738,1.483e-05,no
64,-0.737,1.466e-05,no
65,-0.736,1.448e-05,no
66,-0.735,1.431e-05,no
67,-0.734,1.413e-05,no
68,-0.733,1.396e-05,no
69,-0.732,1.38e-05,no
70,-0.731,1.363e-05,no
71,-0.73,1.346e-05,no
72,-0.729,1.33e-05,no
73,-0.728,1.314e-05,no
74,-0.727,1.298e-05,no
75,-0.726,1.282e-05,no
76,-0.725,1.266e-05,no
77,-0.724,1.251e-05,no
78,-0.723,1.236e-05,no
79,-0.722,1.22e-05,no
80,-0.721,1.205e-05,no
81,-0.72,1.191e-05,no
82,-0.719,1.176e-05,no
83,-0.718,1.161e-05,no
84,-0.717,1.147e-05,no
85,-0.716,1.133e-05,no
86,-0.715,1.119e-05,no
87,-0.714,1.105e-05,no
88,-0.713,1.091e-05,no
89,-0.712,1.077e-05,no
90,-0.711,1.064e-05,no
91,-0.71,1.05e-05,no
92,-0.709,1.037e-05,no
93,-0.708,1.024e-05,no
94,-0.707,1.011e-05,no
95,-0.706,9.983e-06,no
96,-0.705,9.857e-06,no
97,-0.704,9.732e-06,no
98,-0.703,9.608e-06,no
99,-0.702,9.485e-06,no
100,-0.701,9.364e-06,no
101,-0.7,9.244e-06,no
102,-0.699,9.126e-06,no
103,-0.698,9.009e-06,no
104,-0.697,8.893e-06,no
105,-0.696,8.778e-06,no
106,-0.695,8.665e-06,no
107,-0.694,8.553e-06,no
108,-0.693,8.442e-06,no
109,-0.692,8.332e-06,no
110,-0.691,8.223e-06,no
111,-0.69,8.116e-06,no
112,-0.689,8.01e-06,no
113,-0.688,7.905e-06,no
114,-0.687,7.802e-06,no
115,-0.686,7.699e-06,no
116,-0.685,7.598e-06,no
117,-0.684,7.498e-06,no
118,-0.683,7.398e-06,no
119,-0.682,7.3e-06,no
120,-0.681,7.204e-06,no
121,-0.68,7.108e-06,no
122,-0.679,7.013e-06,no
123,-0.678,6.92e-06,no
124,-0.677,6.827e-06,no
125,-0.676,6.736e-06,no
126,-0.675,6.645e-06,no
127,-0.674,6.556e-06,no
128,-0.673,6.468e-06,no
129,-0.672,6.38e-06,no
130,-0.671,6.294e-06,no
131,-0.67,6.209e-06,no
132,-0.669,6.124e-06,no
133,-0.668,6.041e-06,no
134,-0.667,5.959e-06,no
135,-0.666,5.877e-06,no
136,-0.665,5.797e-06,no
137,-0.664,5.717e-06,no
138,-0.663,5.639e-06,no
139,-0.662,5.561e-06,no
140,-0.661,5.485e-06,no
141,-0.66,5.409e-06,no
142,-0.659,5.334e-06,no
143,-0.658,5.26e-06,no
144,-0.657,5.187e-06,no
145,-0.656,5.115e-06,no
146,-0.655,5.043e-06,no
147,-0.654,4.973e-06,no
148,-0.653,4.903e-06,no
149,-0.652,4.834e-06,no
150,-0.651,4.766e-06,no
151,-0.65,4.699e-06,no
152,-0.649,4.633e-06,no
153,-0.648,4.567e-06,no
154,-0.647,4.502e-06,no
155,-0.646,4.438e-06,no
156,-0.645,4.375e-06,no
157,-0.644,4.313e-06,no
158,-0.643,4.251e-06,no
159,-0.642,4.19e-06,no
160,-0.641,4.13e-06,no
161,-0.64,4.071e-06,no
162,-0.639,4.012e-06,no
163,-0.638,3.954e-06,no
164,-0.637,3.897e-06,no
165,-0.636,3.841e-06,no
166,-0.635,3.785e-06,no
167,-0.634,3.73e-06,no
168,-0.633,3.675e-06,no
169,-0.632,3.622e-06,no
170,-0.631,3.569e-06,no
171,-0.63,3.516e-06,no
172,-0.629,3.465e-06,no
173,-0.628,3.414e-06,no
174,-0.627,3.363e-06,no
175,-0.626,3.314e-06,no
176,-0.625,3.265e-06,no
177,-0.624,3.216e-06,no
178,-0.623,3.168e-06,no
179,-0.622,3.121e-06,no
180,-0.621,3.074e-06,no
181,-0.62,3.028e-06,no
182,-0.619,2.983e-06,no
183,-0.618,2.938e-06,no
184,-0.617,2.894e-06,no
185,-0.616,2.85e-06,no
186,-0.615,2.807e-06,no
187,-0.614,2.765e-06,no
188,-0.613,2.723e-06,no
189,-0.612,2.681e-06,no
190,-0.611,2.64e-06,no
191,-0.61,2.6e-06,no
192,-0.609,2.56e-06,no
193,-0.608,2.521e-06,no
194,-0.607,2.482e-06,no
195,-0.606,2.444e-06,no
196,-0.605,2.406e-06,no
197,-0.604,2.369e-06,no
198,-0.603,2.332e-06,no
199,-0.602,2.296e-06,no
200,-0.601,2.26e-06,no
201,-0.6,2.225e-06,no
202,-0.599,2.19e-06,no
203,-0.598,2.156e-06,no
204,-0.597,2.122e-06,no
205,-0.596,2.089e-06,no
206,-0.595,2.056e-06,no
207,-0.594,2.023e-06,no
208,-0.593,1.991e-06,no
209,-0.592,1.96e-06,no
210,-0.591,1.929e-06,no
211,-0.59,1.898e-06,no
212,-0.589,1.867e-06,no
213,-0.588,1.838e-06,no
214,-0.587,1.808e-06,no
215,-0.586,1.779e-06,no
216,-0.585,1.75e-06,no
217,-0.584,1.722e-06,no
218,-0.583,1.694e-06,no
219,-0.582,1.667e-06,no
220,-0.581,1.64e-06,no
221,-0.58,1.613e-06,no
