index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,-1.2566370614,0.02527,yes
2,-1.2556370614,0.02498,no
3,-1.2546370614,0.02471,no
4,-1.2536370614,0.02443,no
5,-1.2526370614,0.02416,no
6,-1.2516370614,0.02389,no
7,-1.2506370614,0.02363,no
8,-1.2496370614,0.02336,no
9,-1.2486370614,0.02311,no
10,-1.2476370614,0.02285,no
11,-1.2466370614,0.0226,no
12,-1.2456370614,0.02235,no
13,-1.2446370614,0.0221,no
14,-1.2436370614,0.02186,no
15,-1.2426370614,0.02162,no
16,-1.2416370614,0.02138,no
17,-1.2406370614,0.02115,no
18,-1.2396370614,0.02092,no
19,-1.2386370614,0.02069,no
20,-1.2376370614,0.02046,no
21,-1.2366370614,0.02024,no
22,-1.2356370614,0.02002,no
23,-1.2346370614,0.0198,no
24,-1.2336370614,0.01959,no
25,-1.2326370614,0.01938,no
26,-1.2316370614,0.01917,no
27,-1.2306370614,0.01896,no
28,-1.2296370614,0.01875,no
29,-1.2286370614,0.01855,no
30,-1.2276370614,0.01835,no
31,-1.2266370614,0.01815,no
32,-1.2256370614,0.01796,no
33,-1.2246370614,0.01776,no
34,-1.2236370614,0.01757,no
35,-1.2226370614,0.01739,no
36,-1.2216370614,0.0172,no
37,-1.2206370614,0.01702,no
38,-1.2196370614,0.01683,no
39,-1.2186370614,0.01665,no
40,-1.2176370614,0.01648,no
41,-1.2166370614,0.0163,no
42,-1.2156370614,0.01613,no
43,-1.2146370614,0.01596,no
44,-1.2136370614,0.01579,no
45,-1.2126370614,0.01562,no
46,-1.2116370614,0.01545,no
47,-1.2106370614,0.01529,no
48,-1.2096370614,0.01513,no
49,-1.2086370614,0.01497,no
50,-1.2076370614,0.01481,no
51,-1.2066370614,0.01465,no
52,-1.2056370614,0.0145,no
53,-1.2046370614,0.01435,no
54,-1.2036370614,0.0142,no
55,-1.2026370614,0.01405,no
56,-1.2016370614,0.0139,no
57,-1.2006370614,0.01375,no
58,-1.1996370614,0.01361,no
59,-1.1986370614,0.01347,no
60,-1.1976370614,0.01333,no
61,-1.1966370614,0.01319,no
62,-1.1956370614,0.01305,no
63,-1.1946370614,0.01291,no
64,-1.1936370614,0.01278,no
65,-1.1926370614,0.01264,no
66,-1.1916370614,0.01251,no
67,-1.1906370614,0.01238,no
68,-1.1896370614,0.01225,no
69,-1.1886370614,0.01213,no
70,-1.1876370614,0.012,no
71,-1.1866370614,0.01188,no
72,-1.1856370614,0.01175,no
73,-1.1846370614,0.01163,no
74,-1.1836370614,0.01151,no
75,-1.1826370614,0.01139,no
76,-1.1816370614,0.01128,no
77,-1.1806370614,0.01116,no
78,-1.1796370614,0.01104,no
79,-1.1786370614,0.01093,no
80,-1.1776370614,0.01082,no
81,-1.1766370614,0.01071,no
82,-1.1756370614,0.0106,no
83,-1.1746370614,0.01049,no
84,-1.1736370614,0.01038,no
85,-1.1726370614,0.01027,no
86,-1.1716370614,0.01017,no
87,-1.1706370614,0.01006,no
88,-1.1696370614,0.009962,no
89,-1.1686370614,0.00986,no
90,-1.1676370614,0.009759,no
91,-1.1666370614,0.00966,no
92,-1.1656370614,0.009561,no
93,-1.1646370614,0.009464,no
94,-1.1636370614,0.009367,no
95,-1.1626370614,0.009272,no
96,-1.1616370614,0.009178,no
97,-1.1606370614,0.009085,no
98,-1.1596370614,0.008992,no
99,-1.1586370614,0.008901,no
100,-1.1576370614,0.008811,no
101,-1.1566370614,0.008721,no
102,-1.1556370614,0.008633,no
103,-1.1546370614,0.008546,no
104,-1.1536370614,0.008459,no
105,-1.1526370614,0.008374,no
106,-1.1516370614,0.008289,no
107,-1.1506370614,0.008205,no
108,-1.1496370614,0.008122,no
109,-1.1486370614,0.00804,no
110,-1.1476370614,0.007959,no
111,-1.1466370614,0.007879,no
112,-1.1456370614,0.0078,no
113,-1.1446370614,0.007721,no
114,-1.1436370614,0.007644,no
115,-1.1426370614,0.007567,no
116,-1.1416370614,0.007491,no
117,-1.1406370614,0.007415,no
118,-1.1396370614,0.007341,no
119,-1.1386370614,0.007267,no
120,-1.1376370614,0.007195,no
121,-1.1366370614,0.007122,no
122,-1.1356370614,0.007051,no
123,-1.1346370614,0.006981,no
124,-1.1336370614,0.006911,no
125,-1.1326370614,0.006842,no
126,-1.1316370614,0.006773,no
127,-1.1306370614,0.006706,no
128,-1.1296370614,0.006639,no
129,-1.1286370614,0.006572,no
130,-1.1276370614,0.006507,no
131,-1.1266370614,0.006442,no
132,-1.1256370614,0.006378,no
133,-1.1246370614,0.006314,no
134,-1.1236370614,0.006251,no
135,-1.1226370614,0.006189,no
136,-1.1216370614,0.006127,no
137,-1.1206370614,0.006067,no
138,-1.1196370614,0.006006,no
139,-1.1186370614,0.005947,no
140,-1.1176370614,0.005888,no
141,-1.1166370614,0.005829,no
142,-1.1156370614,0.005771,no
143,-1.1146370614,0.005714,no
144,-1.1136370614,0.005657,no
145,-1.1126370614,0.005601,no
146,-1.1116370614,0.005546,no
147,-1.1106370614,0.005491,no
148,-1.1096370614,0.005437,no
149,-1.1086370614,0.005383,no
150,-1.1076370614,0.00533,no
151,-1.1066370614,0.005277,no
152,-1.1056370614,0.005225,no
153,-1.1046370614,0.005173,no
154,-1.1036370614,0.005122,no
155,-1.1026370614,0.005071,no
156,-1.1016370614,0.005021,no
157,-1.1006370614,0.004972,no
158,-1.0996370614,0.004923,no
159,-1.0986370614,0.004874,no
160,-1.0976370614,0.004826,no
161,-1.0966370614,0.004779,no
162,-1.0956370614,0.004732,no
163,-1.0946370614,0.004685,no
164,-1.0936370614,0.004639,no
165,-1.0926370614,0.004593,no
166,-1.0916370614,0.004548,no
167,-1.0906370614,0.004503,no
168,-1.0896370614,0.004459,no
169,-1.0886370614,0.004415,no
170,-1.0876370614,0.004372,no
171,-1.0866370614,0.004329,no
172,-1.0856370614,0.004286,no
173,-1.0846370614,0.004244,no
174,-1.0836370614,0.004203,no
175,-1.0826370614,0.004162,no
176,-1.0816370614,0.004121,no
177,-1.0806370614,0.00408,no
178,-1.0796370614,0.00404,no
179,-1.0786370614,0.004001,no
180,-1.0776370614,0.003962,no
181,-1.0766370614,0.003923,no
182,-1.0756370614,0.003884,no
