index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,1.8849555922,0.3373,no
2,1.8859555922,0.3362,no
3,1.8869555922,0.3352,no
4,1.8879555922,0.3341,no
5,1.8889555922,0.3331,no
6,1.8899555922,0.3321,no
7,1.8909555922,0.3311,no
8,1.8919555922,0.3301,no
9,1.8929555922,0.3291,no
10,1.8939555922,0.3281,no
11,1.8949555922,0.3271,no
12,1.8959555922,0.3261,no
13,1.8969555922,0.3252,no
14,1.8979555922,0.3242,no
15,1.8989555922,0.3233,no
16,1.8999555922,0.3223,no
17,1.9009555922,0.3214,no
18,1.9019555922,0.3205,no
19,1.9029555922,0.3196,no
20,1.9039555922,0.3187,no
21,1.9049555922,0.3178,no
22,1.9059555922,0.3169,no
23,1.9069555922,0.316,no
24,1.9079555922,0.3152,no
25,1.9089555922,0.3143,no
26,1.9099555922,0.3134,no
27,1.9109555922,0.3126,no
28,1.9119555922,0.3118,no
29,1.9129555922,0.3109,no
30,1.9139555922,0.3101,no
31,1.9149555922,0.3093,no
32,1.9159555922,0.3085,no
33,1.9169555922,0.3077,no
34,1.9179555922,0.3069,no
35,1.9189555922,0.3061,no
36,1.9199555922,0.3053,no
37,1.9209555922,0.3045,no
38,1.9219555922,0.3037,no
39,1.9229555922,0.303,no
40,1.9239555922,0.3022,no
41,1.9249555922,0.3015,no
42,1.9259555922,0.3007,no
43,1.9269555922,0.3,no
44,1.9279555922,0.2992,no
45,1.9289555922,0.2985,no
46,1.9299555922,0.2978,no
47,1.9309555922,0.2971,no
48,1.9319555922,0.2964,no
49,1.9329555922,0.2957,no
50,1.9339555922,0.295,no
51,1.9349555922,0.2943,no
52,1.9359555922,0.2936,no
53,1.9369555922,0.2929,no
54,1.9379555922,0.2922,no
55,1.9389555922,0.2916,no
56,1.9399555922,0.2909,no
57,1.9409555922,0.2902,no
58,1.9419555922,0.2896,no
59,1.9429555922,0.2889,no
60,1.9439555922,0.2883,no
61,1.9449555922,0.2877,no
62,1.9459555922,0.287,no
63,1.9469555922,0.2864,no
64,1.9479555922,0.2858,no
65,1.9489555922,0.2852,no
66,1.9499555922,0.2846,no
67,1.9509555922,0.2839,no
68,1.9519555922,0.2833,no
69,1.9529555922,0.2827,no
70,1.9539555922,0.2822,no
71,1.9549555922,0.2816,no
72,1.9559555922,0.281,no
73,1.9569555922,0.2804,no
74,1.9579555922,0.2798,no
75,1.9589555922,0.2793,no
76,1.9599555922,0.2787,no
77,1.9609555922,0.2781,no
78,1.9619555922,0.2776,no
79,1.9629555922,0.277,no
80,1.9639555922,0.2765,no
81,1.9649555922,0.2759,no
82,1.9659555922,0.2754,no
83,1.9669555922,0.2749,no
84,1.9679555922,0.2743,no
85,1.9689555922,0.2738,no
86,1.9699555922,0.2733,no
87,1.9709555922,0.2728,no
88,1.9719555922,0.2723,no
89,1.9729555922,0.2718,no
90,1.9739555922,0.2713,no
91,1.9749555922,0.2708,no
92,1.9759555922,0.2703,no
93,1.9769555922,0.2698,no
94,1.9779555922,0.2693,no
95,1.9789555922,0.2688,no
96,1.9799555922,0.2683,no
97,1.9809555922,0.2678,no
98,1.9819555922,0.2674,no
99,1.9829555922,0.2669,no
100,1.9839555922,0.2664,no
101,1.9849555922,0.266,no
102,1.9859555922,0.2655,no
103,1.9869555922,0.265,no
