index,x-value,pointwise error (4 s.f.),MAE (yes/no)
690,1.5707403934,1.778e+04,no
691,1.5707410343,1.799e+04,no
692,1.5707416678,1.82e+04,no
693,1.5707422941,1.841e+04,no
694,1.5707429132,1.862e+04,no
695,1.5707435253,1.884e+04,no
696,1.5707441303,1.906e+04,no
697,1.5707447284,1.928e+04,no
698,1.5707453196,1.95e+04,no
699,1.5707459041,1.973e+04,no
700,1.5707464818,1.996e+04,no
701,1.570747053,2.019e+04,no
702,1.5707476176,2.043e+04,no
703,1.5707481757,2.067e+04,no
704,1.5707487274,2.091e+04,no
705,1.5707492728,2.115e+04,no
706,1.570749812,2.14e+04,no
707,1.570750345,2.165e+04,no
708,1.5707508718,2.19e+04,no
709,1.5707513927,2.215e+04,no
710,1.5707519075,2.241e+04,no
711,1.5707524165,2.267e+04,no
712,1.5707529196,2.294e+04,no
713,1.570753417,2.32e+04,no
714,1.5707539087,2.347e+04,no
715,1.5707543947,2.375e+04,no
716,1.5707548752,2.402e+04,no
717,1.5707553502,2.43e+04,no
718,1.5707558197,2.459e+04,no
719,1.5707562838,2.487e+04,no
720,1.5707567426,2.516e+04,no
721,1.5707571962,2.546e+04,no
722,1.5707576446,2.575e+04,no
723,1.5707580878,2.605e+04,no
724,1.570758526,2.635e+04,no
725,1.5707589591,2.666e+04,no
726,1.5707593873,2.697e+04,no
727,1.5707598105,2.728e+04,no
728,1.570760229,2.76e+04,no
729,1.5707606426,2.792e+04,no
730,1.5707610515,2.825e+04,no
731,1.5707614556,2.858e+04,no
732,1.5707618552,2.891e+04,no
733,1.5707622502,2.925e+04,no
734,1.5707626407,2.959e+04,no
735,1.5707630266,2.993e+04,no
736,1.5707634082,3.028e+04,no
737,1.5707637854,3.063e+04,no
738,1.5707641583,3.099e+04,no
739,1.5707645269,3.135e+04,no
740,1.5707648912,3.171e+04,no
741,1.5707652514,3.208e+04,no
742,1.5707656075,3.245e+04,no
743,1.5707659595,3.283e+04,no
744,1.5707663075,3.321e+04,no
745,1.5707666514,3.36e+04,no
746,1.5707669915,3.399e+04,no
747,1.5707673276,3.438e+04,no
748,1.5707676599,3.478e+04,no
749,1.5707679883,3.519e+04,no
750,1.5707683131,3.56e+04,no
751,1.570768634,3.601e+04,no
752,1.5707689514,3.643e+04,no
753,1.570769265,3.685e+04,no
754,1.5707695751,3.728e+04,no
755,1.5707698816,3.771e+04,no
756,1.5707701847,3.815e+04,no
757,1.5707704842,3.86e+04,no
