index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,1.4137166941,2.103,no
2,1.4155165593,2.156,no
3,1.4172958011,2.21,no
4,1.4190546559,2.265,no
5,1.4207933571,2.321,no
6,1.4225121358,2.378,no
7,1.4242112203,2.436,no
8,1.4258908361,2.495,no
9,1.4275512063,2.555,no
10,1.4291925516,2.616,no
11,1.4308150898,2.678,no
12,1.4324190365,2.741,no
13,1.4340046047,2.806,no
14,1.435572005,2.871,no
15,1.4371214455,2.937,no
16,1.4386531321,3.005,no
17,1.4401672682,3.073,no
18,1.4416640549,3.143,no
19,1.4431436909,3.214,no
20,1.4446063728,3.286,no
21,1.4460522949,3.36,no
22,1.4474816492,3.434,no
23,1.4488946255,3.51,no
24,1.4502914115,3.587,no
25,1.4516721927,3.665,no
26,1.4530371525,3.744,no
27,1.4543864722,3.824,no
28,1.4557203309,3.906,no
29,1.457038906,3.989,no
30,1.4583423724,4.074,no
31,1.4596309033,4.159,no
32,1.4609046698,4.246,no
33,1.4621638411,4.335,no
34,1.4634085845,4.424,no
35,1.4646390652,4.515,no
36,1.4658554468,4.608,no
37,1.4670578906,4.702,no
38,1.4682465565,4.797,no
39,1.4694216023,4.893,no
40,1.4705831841,4.991,no
41,1.4717314561,5.091,no
42,1.4728665709,5.192,no
43,1.4739886792,5.294,no
44,1.4750979301,5.398,no
45,1.4761944708,5.504,no
46,1.4772784471,5.61,no
47,1.4783500028,5.719,no
48,1.4794092803,5.829,no
49,1.4804564203,5.941,no
50,1.4814915618,6.054,no
51,1.4825148424,6.169,no
52,1.483526398,6.285,no
53,1.4845263628,6.403,no
54,1.4855148697,6.523,no
55,1.4864920501,6.644,no
56,1.4874580336,6.767,no
57,1.4884129486,6.892,no
58,1.4893569218,7.018,no
59,1.4902900788,7.147,no
60,1.4912125434,7.277,no
61,1.4921244381,7.409,no
62,1.493025884,7.542,no
63,1.4939170009,7.678,no
64,1.4947979071,7.815,no
65,1.4956687196,7.954,no
66,1.4965295541,8.095,no
67,1.4973805249,8.238,no
68,1.498221745,8.383,no
69,1.4990533262,8.529,no
70,1.4998753789,8.678,no
