index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,1.4137166941,0.000155,no
2,1.4155165593,0.0001608,no
3,1.4172958011,0.0001667,no
4,1.4190546559,0.0001728,no
5,1.4207933571,0.0001791,no
6,1.4225121358,0.0001857,no
7,1.4242112203,0.0001924,no
8,1.4258908361,0.0001993,no
9,1.4275512063,0.0002064,no
10,1.4291925516,0.0002138,no
11,1.4308150898,0.0002214,no
12,1.4324190365,0.0002293,no
13,1.4340046047,0.0002373,no
14,1.435572005,0.0002457,no
15,1.4371214455,0.0002542,no
16,1.4386531321,0.0002631,no
17,1.4401672682,0.0002722,no
18,1.4416640549,0.0002816,no
19,1.4431436909,0.0002913,no
20,1.4446063728,0.0003013,no
21,1.4460522949,0.0003115,no
22,1.4474816492,0.0003221,no
23,1.4488946255,0.000333,no
24,1.4502914115,0.0003442,no
25,1.4516721927,0.0003558,no
26,1.4530371525,0.0003677,no
27,1.4543864722,0.0003799,no
28,1.4557203309,0.0003925,no
29,1.457038906,0.0004055,no
30,1.4583423724,0.0004189,no
31,1.4596309033,0.0004326,no
32,1.4609046698,0.0004468,no
33,1.4621638411,0.0004614,no
34,1.4634085845,0.0004763,no
35,1.4646390652,0.0004918,no
36,1.4658554468,0.0005076,no
37,1.4670578906,0.0005239,no
38,1.4682465565,0.0005407,no
39,1.4694216023,0.000558,no
40,1.4705831841,0.0005758,no
41,1.4717314561,0.000594,no
42,1.4728665709,0.0006128,no
43,1.4739886792,0.0006321,no
44,1.4750979301,0.000652,no
45,1.4761944708,0.0006724,no
46,1.4772784471,0.0006934,no
47,1.4783500028,0.000715,no
48,1.4794092803,0.0007372,no
49,1.4804564203,0.00076,no
50,1.4814915618,0.0007834,no
51,1.4825148424,0.0008075,no
52,1.483526398,0.0008323,no
53,1.4845263628,0.0008577,no
54,1.4855148697,0.0008839,no
55,1.4864920501,0.0009107,no
56,1.4874580336,0.0009383,no
57,1.4884129486,0.0009667,no
58,1.4893569218,0.0009958,no
59,1.4902900788,0.001026,no
60,1.4912125434,0.001057,no
61,1.4921244381,0.001088,no
62,1.493025884,0.001121,no
63,1.4939170009,0.001154,no
64,1.4947979071,0.001188,no
65,1.4956687196,0.001223,no
66,1.4965295541,0.001259,no
67,1.4973805249,0.001296,no
68,1.498221745,0.001335,no
69,1.4990533262,0.001374,no
70,1.4998753789,0.001414,no
71,1.5006880122,0.001455,no
72,1.5014913342,0.001497,no
73,1.5022854514,0.001541,no
74,1.5030704694,0.001585,no
75,1.5038464925,0.001631,no
76,1.5046136236,0.001678,no
77,1.5053719647,0.001726,no
78,1.5061216166,0.001776,no
79,1.5068626786,0.001827,no
80,1.5075952494,0.001879,no
81,1.5083194262,0.001932,no
82,1.5090353051,0.001987,no
83,1.5097429813,0.002044,no
84,1.5104425487,0.002101,no
85,1.5111341003,0.002161,no
86,1.5118177278,0.002222,no
87,1.5124935222,0.002284,no
88,1.5131615731,0.002348,no
89,1.5138219693,0.002414,no
90,1.5144747984,0.002481,no
91,1.5151201473,0.002551,no
92,1.5157581015,0.002622,no
93,1.5163887459,0.002695,no
94,1.5170121642,0.002769,no
