index,x-value,pointwise error (4 s.f.),MAE (yes/no)
1,-1.2566370614,0.3038,yes
2,-1.2556370614,0.3003,no
3,-1.2546370614,0.2969,no
4,-1.2536370614,0.2934,no
5,-1.2526370614,0.2901,no
6,-1.2516370614,0.2867,no
7,-1.2506370614,0.2834,no
8,-1.2496370614,0.2802,no
9,-1.2486370614,0.2769,no
10,-1.2476370614,0.2738,no
11,-1.2466370614,0.2706,no
12,-1.2456370614,0.2675,no
13,-1.2446370614,0.2644,no
14,-1.2436370614,0.2614,no
15,-1.2426370614,0.2584,no
16,-1.2416370614,0.2554,no
17,-1.2406370614,0.2525,no
18,-1.2396370614,0.2496,no
19,-1.2386370614,0.2467,no
20,-1.2376370614,0.2439,no
21,-1.2366370614,0.2411,no
22,-1.2356370614,0.2384,no
23,-1.2346370614,0.2356,no
24,-1.2336370614,0.2329,no
25,-1.2326370614,0.2303,no
26,-1.2316370614,0.2276,no
27,-1.2306370614,0.225,no
28,-1.2296370614,0.2224,no
29,-1.2286370614,0.2199,no
30,-1.2276370614,0.2174,no
31,-1.2266370614,0.2149,no
32,-1.2256370614,0.2124,no
33,-1.2246370614,0.21,no
34,-1.2236370614,0.2076,no
35,-1.2226370614,0.2052,no
36,-1.2216370614,0.2029,no
37,-1.2206370614,0.2005,no
38,-1.2196370614,0.1982,no
39,-1.2186370614,0.196,no
40,-1.2176370614,0.1937,no
41,-1.2166370614,0.1915,no
42,-1.2156370614,0.1893,no
43,-1.2146370614,0.1872,no
44,-1.2136370614,0.185,no
45,-1.2126370614,0.1829,no
46,-1.2116370614,0.1808,no
47,-1.2106370614,0.1787,no
48,-1.2096370614,0.1767,no
49,-1.2086370614,0.1747,no
50,-1.2076370614,0.1727,no
51,-1.2066370614,0.1707,no
52,-1.2056370614,0.1688,no
53,-1.2046370614,0.1668,no
54,-1.2036370614,0.1649,no
55,-1.2026370614,0.163,no
56,-1.2016370614,0.1612,no
57,-1.2006370614,0.1593,no
58,-1.1996370614,0.1575,no
59,-1.1986370614,0.1557,no
60,-1.1976370614,0.1539,no
61,-1.1966370614,0.1522,no
62,-1.1956370614,0.1504,no
63,-1.1946370614,0.1487,no
64,-1.1936370614,0.147,no
65,-1.1926370614,0.1453,no
66,-1.1916370614,0.1436,no
67,-1.1906370614,0.142,no
68,-1.1896370614,0.1404,no
69,-1.1886370614,0.1388,no
70,-1.1876370614,0.1372,no
71,-1.1866370614,0.1356,no
72,-1.1856370614,0.1341,no
73,-1.1846370614,0.1325,no
74,-1.1836370614,0.131,no
75,-1.1826370614,0.1295,no
76,-1.1816370614,0.128,no
77,-1.1806370614,0.1266,no
78,-1.1796370614,0.1251,no
79,-1.1786370614,0.1237,no
80,-1.1776370614,0.1223,no
81,-1.1766370614,0.1209,no
82,-1.1756370614,0.1195,no
83,-1.1746370614,0.1181,no
84,-1.1736370614,0.1168,no
85,-1.1726370614,0.1154,no
86,-1.1716370614,0.1141,no
87,-1.1706370614,0.1128,no
88,-1.1696370614,0.1115,no
89,-1.1686370614,0.1102,no
90,-1.1676370614,0.109,no
91,-1.1666370614,0.1077,no
92,-1.1656370614,0.1065,no
93,-1.1646370614,0.1052,no
94,-1.1636370614,0.104,no
95,-1.1626370614,0.1028,no
96,-1.1616370614,0.1017,no
97,-1.1606370614,0.1005,no
98,-1.1596370614,0.09934,no
99,-1.1586370614,0.0982,no
100,-1.1576370614,0.09707,no
101,-1.1566370614,0.09596,no
102,-1.1556370614,0.09485,no
103,-1.1546370614,0.09376,no
104,-1.1536370614,0.09269,no
105,-1.1526370614,0.09162,no
106,-1.1516370614,0.09057,no
107,-1.1506370614,0.08952,no
108,-1.1496370614,0.08849,no
109,-1.1486370614,0.08748,no
110,-1.1476370614,0.08647,no
111,-1.1466370614,0.08547,no
112,-1.1456370614,0.08449,no
113,-1.1446370614,0.08352,no
114,-1.1436370614,0.08255,no
115,-1.1426370614,0.0816,no
116,-1.1416370614,0.08066,no
117,-1.1406370614,0.07973,no
118,-1.1396370614,0.07881,no
119,-1.1386370614,0.0779,no
120,-1.1376370614,0.077,no
121,-1.1366370614,0.07611,no
122,-1.1356370614,0.07524,no
123,-1.1346370614,0.07437,no
124,-1.1336370614,0.07351,no
125,-1.1326370614,0.07266,no
126,-1.1316370614,0.07182,no
127,-1.1306370614,0.07099,no
128,-1.1296370614,0.07017,no
129,-1.1286370614,0.06935,no
130,-1.1276370614,0.06855,no
131,-1.1266370614,0.06776,no
132,-1.1256370614,0.06697,no
133,-1.1246370614,0.0662,no
134,-1.1236370614,0.06543,no
135,-1.1226370614,0.06467,no
136,-1.1216370614,0.06392,no
137,-1.1206370614,0.06318,no
138,-1.1196370614,0.06245,no
139,-1.1186370614,0.06172,no
140,-1.1176370614,0.06101,no
141,-1.1166370614,0.0603,no
142,-1.1156370614,0.0596,no
143,-1.1146370614,0.05891,no
144,-1.1136370614,0.05822,no
145,-1.1126370614,0.05755,no
146,-1.1116370614,0.05688,no
147,-1.1106370614,0.05621,no
148,-1.1096370614,0.05556,no
149,-1.1086370614,0.05491,no
150,-1.1076370614,0.05427,no
151,-1.1066370614,0.05364,no
152,-1.1056370614,0.05302,no
153,-1.1046370614,0.0524,no
154,-1.1036370614,0.05179,no
155,-1.1026370614,0.05118,no
156,-1.1016370614,0.05059,no
157,-1.1006370614,0.05,no
158,-1.0996370614,0.04941,no
159,-1.0986370614,0.04883,no
160,-1.0976370614,0.04826,no
161,-1.0966370614,0.0477,no
162,-1.0956370614,0.04714,no
163,-1.0946370614,0.04659,no
164,-1.0936370614,0.04604,no
165,-1.0926370614,0.0455,no
166,-1.0916370614,0.04497,no
167,-1.0906370614,0.04444,no
168,-1.0896370614,0.04392,no
169,-1.0886370614,0.04341,no
170,-1.0876370614,0.0429,no
171,-1.0866370614,0.04239,no
172,-1.0856370614,0.0419,no
173,-1.0846370614,0.0414,no
174,-1.0836370614,0.04092,no
175,-1.0826370614,0.04044,no
176,-1.0816370614,0.03996,no
177,-1.0806370614,0.03949,no
178,-1.0796370614,0.03903,no
179,-1.0786370614,0.03857,no
180,-1.0776370614,0.03811,no
181,-1.0766370614,0.03766,no
182,-1.0756370614,0.03722,no
183,-1.0746370614,0.03678,no
184,-1.0736370614,0.03634,no
185,-1.0726370614,0.03592,no
186,-1.0716370614,0.03549,no
187,-1.0706370614,0.03507,no
188,-1.0696370614,0.03466,no
189,-1.0686370614,0.03425,no
190,-1.0676370614,0.03384,no
191,-1.0666370614,0.03344,no
192,-1.0656370614,0.03304,no
193,-1.0646370614,0.03265,no
194,-1.0636370614,0.03226,no
195,-1.0626370614,0.03188,no
196,-1.0616370614,0.0315,no
197,-1.0606370614,0.03113,no
198,-1.0596370614,0.03076,no
199,-1.0586370614,0.03039,no
200,-1.0576370614,0.03003,no
201,-1.0566370614,0.02967,no
202,-1.0556370614,0.02932,no
203,-1.0546370614,0.02897,no
204,-1.0536370614,0.02863,no
205,-1.0526370614,0.02829,no
206,-1.0516370614,0.02795,no
207,-1.0506370614,0.02761,no
208,-1.0496370614,0.02728,no
209,-1.0486370614,0.02696,no
210,-1.0476370614,0.02664,no
211,-1.0466370614,0.02632,no
212,-1.0456370614,0.026,no
213,-1.0446370614,0.02569,no
214,-1.0436370614,0.02538,no
215,-1.0426370614,0.02508,no
216,-1.0416370614,0.02478,no
217,-1.0406370614,0.02448,no
218,-1.0396370614,0.02419,no
219,-1.0386370614,0.0239,no
220,-1.0376370614,0.02361,no
221,-1.0366370614,0.02333,no
222,-1.0356370614,0.02305,no
223,-1.0346370614,0.02277,no
224,-1.0336370614,0.02249,no
225,-1.0326370614,0.02222,no
226,-1.0316370614,0.02195,no
227,-1.0306370614,0.02169,no
228,-1.0296370614,0.02143,no
229,-1.0286370614,0.02117,no
230,-1.0276370614,0.02091,no
231,-1.0266370614,0.02066,no
232,-1.0256370614,0.02041,no
233,-1.0246370614,0.02016,no
234,-1.0236370614,0.01992,no
235,-1.0226370614,0.01968,no
236,-1.0216370614,0.01944,no
237,-1.0206370614,0.0192,no
238,-1.0196370614,0.01897,no
239,-1.0186370614,0.01874,no
240,-1.0176370614,0.01851,no
241,-1.0166370614,0.01829,no
242,-1.0156370614,0.01806,no
243,-1.0146370614,0.01785,no
244,-1.0136370614,0.01763,no
245,-1.0126370614,0.01741,no
246,-1.0116370614,0.0172,no
247,-1.0106370614,0.01699,no
248,-1.0096370614,0.01678,no
249,-1.0086370614,0.01658,no
250,-1.0076370614,0.01638,no
251,-1.0066370614,0.01618,no
252,-1.0056370614,0.01598,no
253,-1.0046370614,0.01578,no
254,-1.0036370614,0.01559,no
255,-1.0026370614,0.0154,no
256,-1.0016370614,0.01521,no
257,-1.0006370614,0.01502,no
258,-0.9996370614,0.01484,no
259,-0.9986370614,0.01465,no
260,-0.9976370614,0.01447,no
261,-0.9966370614,0.0143,no
262,-0.9956370614,0.01412,no
263,-0.9946370614,0.01395,no
264,-0.9936370614,0.01377,no
265,-0.9926370614,0.0136,no
266,-0.9916370614,0.01344,no
267,-0.9906370614,0.01327,no
268,-0.9896370614,0.01311,no
269,-0.9886370614,0.01294,no
270,-0.9876370614,0.01278,no
271,-0.9866370614,0.01262,no
272,-0.9856370614,0.01247,no
273,-0.9846370614,0.01231,no
274,-0.9836370614,0.01216,no
275,-0.9826370614,0.01201,no
276,-0.9816370614,0.01186,no
277,-0.9806370614,0.01171,no
278,-0.9796370614,0.01157,no
279,-0.9786370614,0.01142,no
280,-0.9776370614,0.01128,no
281,-0.9766370614,0.01114,no
282,-0.9756370614,0.011,no
283,-0.9746370614,0.01086,no
284,-0.9736370614,0.01073,no
285,-0.9726370614,0.01059,no
286,-0.9716370614,0.01046,no
287,-0.9706370614,0.01033,no
288,-0.9696370614,0.0102,no
289,-0.9686370614,0.01007,no
290,-0.9676370614,0.009947,no
291,-0.9666370614,0.009822,no
292,-0.9656370614,0.009698,no
293,-0.9646370614,0.009576,no
294,-0.9636370614,0.009456,no
295,-0.9626370614,0.009337,no
296,-0.9616370614,0.009219,no
297,-0.9606370614,0.009103,no
298,-0.9596370614,0.008988,no
299,-0.9586370614,0.008874,no
300,-0.9576370614,0.008762,no
301,-0.9566370614,0.008651,no
302,-0.9556370614,0.008542,no
303,-0.9546370614,0.008434,no
304,-0.9536370614,0.008327,no
305,-0.9526370614,0.008221,no
306,-0.9516370614,0.008117,no
307,-0.9506370614,0.008014,no
